EVENT_ID  ISSUE_ID  TYPE        CREATION_DATE           ACTOR            TITLE

​ 4020135916 45037 | renamed | 2020-11-20T10:07:11Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
​ 4009705970 44967 | labeled | 2020-11-18T09:41:06Z | ravikyram | Why is the first inference Extremely Slow?
​ 4009705969 44967 | labeled | 2020-11-18T09:41:06Z | ravikyram | Why is the first inference Extremely Slow?
​ 4009705968 44967 | labeled | 2020-11-18T09:41:06Z | ravikyram | Why is the first inference Extremely Slow?
​ 4009705967 44967 | unlabeled | 2020-11-18T09:41:06Z | ravikyram | Why is the first inference Extremely Slow?
​ 4009677394 44946 | assigned | 2020-11-18T09:34:26Z | ymodak | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4009677384 44946 | unassigned | 2020-11-18T09:34:26Z | ravikyram | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4009676728 44946 | unlabeled | 2020-11-18T09:34:17Z | ravikyram | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4009673861 44946 | labeled | 2020-11-18T09:33:40Z | ravikyram | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4009673860 44946 | labeled | 2020-11-18T09:33:40Z | ravikyram | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4009662465 44936 | assigned | 2020-11-18T09:31:17Z | rmothukuru | Performance issue with 3070
​ 4009662459 44936 | unassigned | 2020-11-18T09:31:17Z | ravikyram | Performance issue with 3070
​ 4009661825 44936 | unlabeled | 2020-11-18T09:31:07Z | ravikyram | Performance issue with 3070
​ 4009637822 44952 | labeled | 2020-11-18T09:25:50Z | ravikyram | Issue with tf.math.conj function
​ 4009636173 44952 | unlabeled | 2020-11-18T09:25:26Z | ravikyram | Issue with tf.math.conj function
​ 4009620292 44973 | assigned | 2020-11-18T09:21:50Z | amahendrakar | When training on the TPU, loss  is in PerReplica dictionary format. Any way to convert it in normal numpy/tensor format?
​ 4009620183 44973 | labeled | 2020-11-18T09:21:49Z | coreqode | When training on the TPU, loss  is in PerReplica dictionary format. Any way to convert it in normal numpy/tensor format?
​ 4009551453 44940 | labeled | 2020-11-18T09:05:58Z | ravikyram | TF 2.3.1. Custom Metrics are not shown
​ 4009551452 44940 | labeled | 2020-11-18T09:05:58Z | ravikyram | TF 2.3.1. Custom Metrics are not shown
​ 4009551451 44940 | labeled | 2020-11-18T09:05:58Z | ravikyram | TF 2.3.1. Custom Metrics are not shown
​ 4009551447 44940 | unlabeled | 2020-11-18T09:05:58Z | ravikyram | TF 2.3.1. Custom Metrics are not shown
​ 4009544618 44972 | assigned | 2020-11-18T09:04:24Z | Saduf2019 | Moving average not supported in eager mode
​ 4009544465 44972 | labeled | 2020-11-18T09:04:23Z | gneworld | Moving average not supported in eager mode
​ 4009520008 44971 | assigned | 2020-11-18T08:59:02Z | jvishnuvardhan | Flexbuffers patching causing -Wnull-dereference
​ 4009519997 44971 | unassigned | 2020-11-18T08:59:01Z | ravikyram | Flexbuffers patching causing -Wnull-dereference
​ 4009519420 44971 | labeled | 2020-11-18T08:58:53Z | ravikyram | Flexbuffers patching causing -Wnull-dereference
​ 4009519418 44971 | labeled | 2020-11-18T08:58:53Z | ravikyram | Flexbuffers patching causing -Wnull-dereference
​ 4009485587 44969 | labeled | 2020-11-18T08:51:03Z | Saduf2019 | 2.4.0rc1 not supporting RTX 3090? 
​ 4009485124 44969 | subscribed | 2020-11-18T08:50:57Z | ysyyork | 2.4.0rc1 not supporting RTX 3090? 
 4009485121 44969 | mentioned | 2020-11-18T08:50:57Z | ysyyork | 2.4.0rc1 not supporting RTX 3090? 
 4009475286 44971 | assigned | 2020-11-18T08:48:56Z | ravikyram | Flexbuffers patching causing -Wnull-dereference
 4009475192 44971 | subscribed | 2020-11-18T08:48:55Z | freddan80 | Flexbuffers patching causing -Wnull-dereference
 4009475186 44971 | subscribed | 2020-11-18T08:48:54Z | rockyrhodes | Flexbuffers patching causing -Wnull-dereference
 4009475185 44971 | subscribed | 2020-11-18T08:48:54Z | felix-johnny | Flexbuffers patching causing -Wnull-dereference
 4009475182 44971 | subscribed | 2020-11-18T08:48:54Z | njeffrie | Flexbuffers patching causing -Wnull-dereference
 4009475179 44971 | subscribed | 2020-11-18T08:48:54Z | wangtz | Flexbuffers patching causing -Wnull-dereference
 4009475178 44971 | subscribed | 2020-11-18T08:48:54Z | mansnils | Flexbuffers patching causing -Wnull-dereference
 4009475175 44971 | subscribed | 2020-11-18T08:48:54Z | tofulawrence | Flexbuffers patching causing -Wnull-dereference
 4009475174 44971 | subscribed | 2020-11-18T08:48:54Z | advaitjain | Flexbuffers patching causing -Wnull-dereference
 4009475170 44971 | subscribed | 2020-11-18T08:48:54Z | fredrec | Flexbuffers patching causing -Wnull-dereference
 4009475163 44971 | subscribed | 2020-11-18T08:48:54Z | jenselofsson | Flexbuffers patching causing -Wnull-dereference
 4009475159 44971 | subscribed | 2020-11-18T08:48:54Z | jdduke | Flexbuffers patching causing -Wnull-dereference
 4009475153 44971 | subscribed | 2020-11-18T08:48:54Z | nkreeger | Flexbuffers patching causing -Wnull-dereference
 4009475149 44971 | subscribed | 2020-11-18T08:48:54Z | petewarden | Flexbuffers patching causing -Wnull-dereference
 4009475114 44971 | labeled | 2020-11-18T08:48:54Z | mansnils | Flexbuffers patching causing -Wnull-dereference
 4009473780 44964 | closed | 2020-11-18T08:48:35Z | tomfuture | What does TODO(b/XXX) mean?
 4009468272 44807 | review_requested | 2020-11-18T08:47:11Z | gbaned | [curl_http_request] fix wrong option for starttransfer_time_status
 4009456835 44969 | labeled | 2020-11-18T08:44:23Z | Saduf2019 | 2.4.0rc1 not supporting RTX 3090? 
 4009416682 44970 | assigned | 2020-11-18T08:34:02Z | amahendrakar | Why tf.data.Dataset.map() still unknown TensorShape?
 4009416577 44970 | labeled | 2020-11-18T08:34:00Z | Runist | Why tf.data.Dataset.map() still unknown TensorShape?
 4009413187 44903 | assigned | 2020-11-18T08:33:05Z | impjdi | tflite: why using mali gpu will cause memory leak?
 4009405825 44891 | closed | 2020-11-18T08:31:07Z | pankajkasar | While implementing SEGNET, getting error of "python3.7/site-packages/tensorflow/python/keras/layers/convolutional.py", line 293, in _get_input_channel     raise ValueError('The channel dimension of the inputs ' ValueError: The channel dimension of the inputs should be defined. Found `None`."
 4009402780 44940 | closed | 2020-11-18T08:30:19Z | jonyvp | TF 2.3.1. Custom Metrics are not shown
 4009380241 44789 | subscribed | 2020-11-18T08:24:31Z | vikramdattu | TF Lite Micro : Hosted Model: "Didn't find op for builtin opcode 'SQUEEZE'"
 4009380238 44789 | mentioned | 2020-11-18T08:24:31Z | vikramdattu | TF Lite Micro : Hosted Model: "Didn't find op for builtin opcode 'SQUEEZE'"
 4009376779 44747 | unlabeled | 2020-11-18T08:23:38Z | tensorflow-butler[bot] | [PluggableDevice]Add kernel and stream executor c api extension
 4009371765 44924 | labeled | 2020-11-18T08:22:21Z | gbaned | ESP32 build: Fix function prototype warning
 4009371493 44924 | unlabeled | 2020-11-18T08:22:17Z | gbaned | ESP32 build: Fix function prototype warning
 4009332742 44968 | review_requested | 2020-11-18T08:12:44Z | gbaned | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009332409 44968 | added_to_project | 2020-11-18T08:12:39Z | gbaned | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009332200 44968 | labeled | 2020-11-18T08:12:35Z | gbaned | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009332198 44968 | labeled | 2020-11-18T08:12:35Z | gbaned | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009331421 44968 | assigned | 2020-11-18T08:12:22Z | gbaned | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009297767 44952 | closed | 2020-11-18T08:03:35Z | azhan137 | Issue with tf.math.conj function
 4009289128 44969 | assigned | 2020-11-18T08:01:08Z | Saduf2019 | 2.4.0rc1 not supporting RTX 3090? 
 4009289018 44969 | labeled | 2020-11-18T08:01:06Z | ysyyork | 2.4.0rc1 not supporting RTX 3090? 
 4009225873 44968 | labeled | 2020-11-18T07:42:45Z | google-cla[bot] | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009225750 44968 | labeled | 2020-11-18T07:42:43Z | tensorflow-butler[bot] | TFLu: Move Ethos-U custom op out of AllOpsResolver
 4009216119 44079 | subscribed | 2020-11-18T07:39:44Z | MeghnaNatraj | Getting errors when converting a simple convs model to INT8 TFLite
​ 4008394503 43095 | unlabeled | 2020-11-18T02:23:51Z | jvishnuvardhan | Input_c/Input_h shape in Cudnn LSTMP
​ 4008393213 43095 | labeled | 2020-11-18T02:23:15Z | jvishnuvardhan | Input_c/Input_h shape in Cudnn LSTMP
​ 4008393211 43095 | unlabeled | 2020-11-18T02:23:15Z | jvishnuvardhan | Input_c/Input_h shape in Cudnn LSTMP
​ 4008392827 43095 | labeled | 2020-11-18T02:23:03Z | jvishnuvardhan | Input_c/Input_h shape in Cudnn LSTMP
​ 4008392607 43095 | subscribed | 2020-11-18T02:22:56Z | YoPatapon | Input_c/Input_h shape in Cudnn LSTMP
​ 4008392603 43095 | mentioned | 2020-11-18T02:22:56Z | YoPatapon | Input_c/Input_h shape in Cudnn LSTMP
​ 4008388593 44518 | closed | 2020-11-18T02:21:04Z | ckkuang | Some variables are not restored only when MirroredStragy is used.
​ 4008380993 43170 | labeled | 2020-11-18T02:17:40Z | jvishnuvardhan | Segfault with tf.linalg.cholesky
​ 4008380698 43170 | labeled | 2020-11-18T02:17:33Z | jvishnuvardhan | Segfault with tf.linalg.cholesky
​ 4008362230 44960 | subscribed | 2020-11-18T02:09:20Z | pranavladkat | Avoid call to cuCtxSynchronize() when moving from graph execution to eager execution
​ 4008362227 44960 | mentioned | 2020-11-18T02:09:20Z | pranavladkat | Avoid call to cuCtxSynchronize() when moving from graph execution to eager execution
​ 4008348924 43610 | review_request_removed | 2020-11-18T02:03:18Z | kkimdev | [PluggableDevice] Add pluggable device load mechanism 
​ 4008321677 43902 | assigned | 2020-11-18T01:51:02Z | nikitamaia | Supporting class_weight in train_step ?
​ 4008321675 43902 | unassigned | 2020-11-18T01:51:02Z | jvishnuvardhan | Supporting class_weight in train_step ?
​ 4008315545 44428 | subscribed | 2020-11-18T01:48:09Z | amahendrakar | OP_REQUIRES failed at constant_op.cc
​ 4008315544 44428 | mentioned | 2020-11-18T01:48:09Z | amahendrakar | OP_REQUIRES failed at constant_op.cc
​ 4008315542 44428 | subscribed | 2020-11-18T01:48:09Z | bayandin | OP_REQUIRES failed at constant_op.cc
​ 4008315539 44428 | mentioned | 2020-11-18T01:48:09Z | bayandin | OP_REQUIRES failed at constant_op.cc
​ 4008314168 44963 | assigned | 2020-11-18T01:47:31Z | amahendrakar | AttributeError: module 'tensorflow.keras.layers.experimental.preprocessing' has no attribute 'StringLookup'?
​ 4008314094 44963 | labeled | 2020-11-18T01:47:29Z | ibrahimLearning | AttributeError: module 'tensorflow.keras.layers.experimental.preprocessing' has no attribute 'StringLookup'?
​ 4008308475 44209 | labeled | 2020-11-18T01:44:45Z | jvishnuvardhan | Cannot access a resource variable from a custom op on Mac and Windows
​ 4008305765 44422 | assigned | 2020-11-18T01:43:21Z | ravikyram | I have been trying to implement a custom tflite model on android studio. Example object detection works. But when I change the tflite file to my model, app gets installed. App closes as soon as it opens saying "app keeps stopping". Please help me. I am pretty new to this.
​ 4008305763 44422 | unassigned | 2020-11-18T01:43:21Z | jvishnuvardhan | I have been trying to implement a custom tflite model on android studio. Example object detection works. But when I change the tflite file to my model, app gets installed. App closes as soon as it opens saying "app keeps stopping". Please help me. I am pretty new to this.
​ 4008303653 44724 | labeled | 2020-11-18T01:42:30Z | ymodak | Compiling tensorflow Lite into Android dynamic library 
​ 4008303387 44724 | unassigned | 2020-11-18T01:42:24Z | ymodak | Compiling tensorflow Lite into Android dynamic library 
​ 4008303242 44724 | assigned | 2020-11-18T01:42:20Z | terryheo | Compiling tensorflow Lite into Android dynamic library 
​ 4008300248 44538 | labeled | 2020-11-18T01:41:00Z | jvishnuvardhan | OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords)
​ 4008298690 44538 | comment_deleted | 2020-11-18T01:40:11Z | tensorflow | OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords)
​ 4008298057 44538 | reopened | 2020-11-18T01:39:54Z | jvishnuvardhan | OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords)
​ 4008297832 44538 | subscribed | 2020-11-18T01:39:49Z | bhupendrathore | OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords)
​ 4008297828 44538 | mentioned | 2020-11-18T01:39:49Z | bhupendrathore | OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords)
​ 4008297818 44538 | closed | 2020-11-18T01:39:49Z | jvishnuvardhan | OperatorNotAllowedInGraphError: using a `tf.Tensor` as a Python `bool` is not allowed in Graph execution. Use Eager execution or decorate this function with @tf.function.(Using Tensorflow data pipeline map function with tfrecords)
​ 4008284322 44962 | labeled | 2020-11-18T01:33:31Z | google-cla[bot] | Add missing closing quotes for example in docstring
​ 4008284266 44962 | labeled | 2020-11-18T01:33:29Z | tensorflow-butler[bot] | Add missing closing quotes for example in docstring
​ 4008280448 44910 | labeled | 2020-11-18T01:31:43Z | jvishnuvardhan | [Question] Adding More Outputs in tflite Interpreter.get_output_details()
​ 4008280224 44910 | subscribed | 2020-11-18T01:31:36Z | Rocksus | [Question] Adding More Outputs in tflite Interpreter.get_output_details()
​ 4008280221 44910 | mentioned | 2020-11-18T01:31:36Z | Rocksus | [Question] Adding More Outputs in tflite Interpreter.get_output_details()
​ 4008267125 44943 | closed | 2020-11-18T01:25:59Z | wanzhixiao | UnrecognizedFlagError: Unknown command line flag 'pdb_post_mortem'
​ 4008236996 42295 | unlabeled | 2020-11-18T01:12:20Z | tensorflowbutler | Fix uint8 output conversion
​ 4008236957 44821 | unlabeled | 2020-11-18T01:12:19Z | tensorflowbutler | postnet  android
​ 4008236853 44797 | unlabeled | 2020-11-18T01:12:17Z | tensorflowbutler | set_visible_devices with MirroredStrategy causes NCCL warnings
​ 4008236785 44472 | unlabeled | 2020-11-18T01:12:15Z | tensorflowbutler | ByteBuffer is not a valid flatbuffer model
​ 4008236693 42574 | unlabeled | 2020-11-18T01:12:13Z | tensorflowbutler | [Grappler] Improve HoistCWiseUnaryChainsStage to support Reshape
​ 4008236627 44697 | unlabeled | 2020-11-18T01:12:11Z | tensorflowbutler | Incorrect Cupti dll name on W10
​ 4008224416 44747 | renamed | 2020-11-18T01:06:24Z | jzhoulon | [PluggableDevice]Add kernel and stream executor c api extension
​ 4008221031 43835 | unlabeled | 2020-11-18T01:04:56Z | tensorflow-butler[bot] | tf_record issue while following tutorial 
​ 4008220184 44941 | locked | 2020-11-18T01:04:33Z | tensorflow | Learn ML
​ 4008218303 44941 | labeled | 2020-11-18T01:03:40Z | mihaimaruseac | Learn ML
​ 4008218154 44902 | unlabeled | 2020-11-18T01:03:36Z | kokoro-team | Update math_ops.py
​ 4008217688 44941 | closed | 2020-11-18T01:03:25Z | mihaimaruseac | Learn ML
​ 4008215996 44902 | labeled | 2020-11-18T01:02:41Z | mihaimaruseac | Update math_ops.py
​ 4008212929 44953 | closed | 2020-11-18T01:01:22Z | mihaimaruseac | How does classifier predict a class?
​ 4008212409 44949 | unlabeled | 2020-11-18T01:01:07Z | kokoro-team | Fix small typos
​ 4008210140 44949 | labeled | 2020-11-18T01:00:08Z | tensorflow-butler[bot] | Fix small typos
​ 4008210139 44949 | labeled | 2020-11-18T01:00:08Z | tensorflow-butler[bot] | Fix small typos
​ 4008204677 44880 | unlabeled | 2020-11-18T00:57:45Z | kokoro-team | Change tf_upgrade_v2 to be compatible with tf1 and tf2 for tf.nn.dropout
​ 4008202833 44917 | subscribed | 2020-11-18T00:56:57Z | aterzis-google | Slowdown training LSTM on TensorFlow 2.4+
 4008202830 44917 | mentioned | 2020-11-18T00:56:57Z | aterzis-google | Slowdown training LSTM on TensorFlow 2.4+
 4008202676 44880 | labeled | 2020-11-18T00:56:53Z | tensorflow-butler[bot] | Change tf_upgrade_v2 to be compatible with tf1 and tf2 for tf.nn.dropout
 4008202672 44880 | labeled | 2020-11-18T00:56:53Z | tensorflow-butler[bot] | Change tf_upgrade_v2 to be compatible with tf1 and tf2 for tf.nn.dropout
 4008202628 44880 | moved_columns_in_project | 2020-11-18T00:56:52Z | mihaimaruseac | Change tf_upgrade_v2 to be compatible with tf1 and tf2 for tf.nn.dropout
 4008196246 43611 | subscribed | 2020-11-18T00:53:49Z | annarev | [PluggableDevice] Add device alias support
 4008196245 43611 | mentioned | 2020-11-18T00:53:49Z | annarev | [PluggableDevice] Add device alias support
 4008196241 43611 | subscribed | 2020-11-18T00:53:49Z | sanjoy | [PluggableDevice] Add device alias support
 4008196236 43611 | mentioned | 2020-11-18T00:53:49Z | sanjoy | [PluggableDevice] Add device alias support
 4008194095 44521 | unlabeled | 2020-11-18T00:52:49Z | kokoro-team | Formatting fix
 4008192192 44521 | labeled | 2020-11-18T00:51:56Z | tensorflow-butler[bot] | Formatting fix
 4008190708 44926 | subscribed | 2020-11-18T00:51:11Z | amahendrakar | bazel build TFLite C++ libtensorflowlite_gpu_delegate.so on OSX clang: error: unsupported option '--linkopt'
 4008190701 44926 | mentioned | 2020-11-18T00:51:10Z | amahendrakar | bazel build TFLite C++ libtensorflowlite_gpu_delegate.so on OSX clang: error: unsupported option '--linkopt'
 4008189098 43611 | renamed | 2020-11-18T00:50:22Z | jzhoulon | [PluggableDevice] Add device alias support
 4008187202 43566 | unlabeled | 2020-11-18T00:49:32Z | kokoro-team | TFLu: Port TFL detection postprocess operator
 4008185219 43566 | labeled | 2020-11-18T00:48:39Z | tensorflow-butler[bot] | TFLu: Port TFL detection postprocess operator
 4008185217 43566 | labeled | 2020-11-18T00:48:39Z | tensorflow-butler[bot] | TFLu: Port TFL detection postprocess operator
 4008182603 44915 | head_ref_deleted | 2020-11-18T00:47:20Z | advaitjain | Patch the downloaded flatbuffer code to make compatible with TFLM.
 4008180735 44775 | closed | 2020-11-18T00:46:30Z | mihaimaruseac | unable to install 2.4.0rc1 from pip
 4008179646 44567 | subscribed | 2020-11-18T00:46:00Z | pkanwar23 | tf-nightly-gpu looking for cusolver64_10.dll on a Cuda 11.1 / cuDNN 8.0.4 RTX3080 Build
 4008179643 44567 | mentioned | 2020-11-18T00:46:00Z | pkanwar23 | tf-nightly-gpu looking for cusolver64_10.dll on a Cuda 11.1 / cuDNN 8.0.4 RTX3080 Build
 4008179641 44567 | subscribed | 2020-11-18T00:46:00Z | sanjoy | tf-nightly-gpu looking for cusolver64_10.dll on a Cuda 11.1 / cuDNN 8.0.4 RTX3080 Build
 4008179638 44567 | mentioned | 2020-11-18T00:46:00Z | sanjoy | tf-nightly-gpu looking for cusolver64_10.dll on a Cuda 11.1 / cuDNN 8.0.4 RTX3080 Build
 4008179021 44961 | assigned | 2020-11-18T00:45:45Z | Saduf2019 | Quantization op for Reshape is not supported in keras
 4008178947 44961 | labeled | 2020-11-18T00:45:43Z | deandx | Quantization op for Reshape is not supported in keras
 4008158668 42134 | unlabeled | 2020-11-18T00:37:19Z | kokoro-team | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
 4008156575 42134 | labeled | 2020-11-18T00:36:28Z | tensorflow-butler[bot] | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
 4008156573 42134 | labeled | 2020-11-18T00:36:28Z | tensorflow-butler[bot] | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
 4008112668 44915 | moved_columns_in_project | 2020-11-18T00:18:39Z | copybara-service[bot] | Patch the downloaded flatbuffer code to make compatible with TFLM.
 4008112634 44915 | closed | 2020-11-18T00:18:39Z | copybara-service[bot] | Patch the downloaded flatbuffer code to make compatible with TFLM.
 4008112621 44915 | merged | 2020-11-18T00:18:38Z | copybara-service[bot] | Patch the downloaded flatbuffer code to make compatible with TFLM.
 4008112364 44915 | referenced | 2020-11-18T00:18:33Z | copybara-service[bot] | Patch the downloaded flatbuffer code to make compatible with TFLM.
 4008105469 41733 | unlabeled | 2020-11-18T00:15:53Z | kokoro-team | Implemented TFLogSinks
 4008105396 41733 | subscribed | 2020-11-18T00:15:51Z | gbaned | Implemented TFLogSinks
 4008105390 41733 | mentioned | 2020-11-18T00:15:51Z | gbaned | Implemented TFLogSinks
 4008103274 41733 | labeled | 2020-11-18T00:15:04Z | kkimdev | Implemented TFLogSinks
 4008098613 44960 | assigned | 2020-11-18T00:13:07Z | ravikyram | Avoid call to cuCtxSynchronize() when moving from graph execution to eager execution
 4008095386 43611 | review_request_removed | 2020-11-18T00:11:54Z | kkimdev | [PluggableDevice] Add device alias support
 4008078454 44710 | labeled | 2020-11-18T00:04:37Z | nikitamaia | On-disk cache for compiled functions
 4008078448 44710 | unlabeled | 2020-11-18T00:04:36Z | nikitamaia | On-disk cache for compiled functions
 4008073843 43611 | subscribed | 2020-11-18T00:02:59Z | annarev | [PluggableDevice] Add device alias support
 4008073841 43611 | mentioned | 2020-11-18T00:02:59Z | annarev | [PluggableDevice] Add device alias support
 4008073835 43611 | subscribed | 2020-11-18T00:02:59Z | sanjoy | [PluggableDevice] Add device alias support
 4008073832 43611 | mentioned | 2020-11-18T00:02:59Z | sanjoy | [PluggableDevice] Add device alias support
 4007558193 44939 | labeled | 2020-11-17T21:11:15Z | tensorflow-butler[bot] | TFlu: Add unit test for multiple inputs
 4007558192 44939 | labeled | 2020-11-17T21:11:15Z | tensorflow-butler[bot] | TFlu: Add unit test for multiple inputs
 4007558144 44939 | moved_columns_in_project | 2020-11-17T21:11:14Z | advaitjain | TFlu: Add unit test for multiple inputs
 4007550869 44588 | unlabeled | 2020-11-17T21:09:08Z | kokoro-team | Add ESP32 examples build test
 4007547875 44588 | labeled | 2020-11-17T21:08:20Z | tensorflow-butler[bot] | Add ESP32 examples build test
 4007547874 44588 | labeled | 2020-11-17T21:08:20Z | tensorflow-butler[bot] | Add ESP32 examples build test
 4007547828 44588 | moved_columns_in_project | 2020-11-17T21:08:19Z | advaitjain | Add ESP32 examples build test
 4007535929 43623 | subscribed | 2020-11-17T21:04:57Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4007535928 43623 | mentioned | 2020-11-17T21:04:57Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4007524521 43677 | subscribed | 2020-11-17T21:02:07Z | nikitamaia | My code is much slower in TF2 than TF1
 4007524515 43677 | mentioned | 2020-11-17T21:02:07Z | nikitamaia | My code is much slower in TF2 than TF1
 4007518216 44930 | unlabeled | 2020-11-17T21:00:26Z | kokoro-team | TFLu - refactor apollo3
 4007515388 44930 | labeled | 2020-11-17T20:59:36Z | advaitjain | TFLu - refactor apollo3
 4007513846 44930 | moved_columns_in_project | 2020-11-17T20:59:11Z | advaitjain | TFLu - refactor apollo3
 4007505827 44957 | labeled | 2020-11-17T20:57:01Z | google-cla[bot] | TFLu - refactor apollo3 micro speech
 4007505596 44957 | labeled | 2020-11-17T20:56:55Z | tensorflow-butler[bot] | TFLu - refactor apollo3 micro speech
 4007500973 43623 | subscribed | 2020-11-17T20:55:37Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4007500969 43623 | mentioned | 2020-11-17T20:55:36Z | Palkos83 | Tensorflow 2.3 CUDNN - Detected cudnn out-of-bounds write in convolution buffer!  + GPU Sync Failed
 4007500919 36627 | subscribed | 2020-11-17T20:55:36Z | gowthamkpr | GPU memory not released until Java process terminates
 4007500918 36627 | mentioned | 2020-11-17T20:55:36Z | gowthamkpr | GPU memory not released until Java process terminates
 4007500913 36627 | subscribed | 2020-11-17T20:55:35Z | TheSentry | GPU memory not released until Java process terminates
 4007500906 36627 | mentioned | 2020-11-17T20:55:35Z | TheSentry | GPU memory not released until Java process terminates
 4007464443 44834 | labeled | 2020-11-17T20:47:32Z | ymodak | NotFoundError when using an optimizer on complex variables
 4007463371 44834 | labeled | 2020-11-17T20:47:17Z | ymodak | NotFoundError when using an optimizer on complex variables
 4007462234 44834 | unlabeled | 2020-11-17T20:47:02Z | ymodak | NotFoundError when using an optimizer on complex variables
 4007462232 44834 | unlabeled | 2020-11-17T20:47:02Z | ymodak | NotFoundError when using an optimizer on complex variables
 4007440429 44917 | subscribed | 2020-11-17T20:42:22Z | amahendrakar | Slowdown training LSTM on TensorFlow 2.4+
 4007440425 44917 | mentioned | 2020-11-17T20:42:22Z | amahendrakar | Slowdown training LSTM on TensorFlow 2.4+
 4007404363 44949 | renamed | 2020-11-17T20:32:53Z | Molkree | Fix small typos
 4007384302 44956 | assigned | 2020-11-17T20:27:40Z | goldiegadde | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
 4007383671 44956 | review_requested | 2020-11-17T20:27:30Z | geetachavan1 | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
 4007383670 44956 | review_requested | 2020-11-17T20:27:30Z | geetachavan1 | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
 4007367608 42134 | unlabeled | 2020-11-17T20:22:58Z | kokoro-team | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
 4007364593 42134 | moved_columns_in_project | 2020-11-17T20:22:08Z | talumbau | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
 4007364450 42134 | labeled | 2020-11-17T20:22:06Z | tensorflow-butler[bot] | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
​ 4007364448 42134 | labeled | 2020-11-17T20:22:06Z | tensorflow-butler[bot] | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
​ 4007364099 44951 | head_ref_deleted | 2020-11-17T20:22:00Z | mihaimaruseac | Disable failing macos tests
​ 4007357202 44956 | labeled | 2020-11-17T20:20:11Z | google-cla[bot] | [Cherrypick:r2.4]Disables //tensorflow/python/kernel_tests/boosted_trees:[training_ops_test,prediction_ops_test,resource_ops_test] on Mac OS because of segfaults
​ 4007290275 44951 | closed | 2020-11-17T20:02:28Z | geetachavan1 | Disable failing macos tests
​ 4007280767 44955 | labeled | 2020-11-17T20:00:03Z | google-cla[bot] | TFLu - refactor apollo3 magic wand
